Category	Vendor Number	Item Number	Item Description	Pack	Bottle Volume (ml)	State Bottle Cost
1041100	434	30526	Hawkeye Gin	12	750	$3.44 
1011200	65	27551	Red Stag By Jim Beam	6	1750	$22.05 
1062300	370	42723	Malibu Island Melon	12	750	$7.49 
1081900	421	64985	French Kiss Tropical Liqueur Mini	1	3000	$5.52 
1031200	65	40447	Pucker Vodka Watermelon	12	750	$7.87 
1012210	240	5012	Glenfiddich 18 Yr Ancient Reserve	12	750	$39.42 
1052010	389	49185	Remy Martin Vsop (flask)	12	375	$9.32 
1071100	370	62382	Malibu Rum Punch Cocktail In A Bag	6	1750	$7.90 
1022100	434	89182	El Mayor Reposado	6	750	$13.00 
1052010	389	49175	Remy Martin Vs Cognac	12	375	$8.35 
1031200	85	40697	Little Black Dress Pineapple Honey	12	750	$7.88 
1012300	370	15809	Paddy Bee Sting Mini	16	600	$3.96 
1011500	461	27126	Russell's Reserve Rye 6YR	6	750	$17.37 
1031200	205	40299	New Amsterdam Citron	6	1750	$13.32 
1031080	107	36229	Blaum Bros. Vodka	6	750	$14.00 
1012200	460	9278	Old Smuggler Scotch Pet	6	1750	$11.84 
1031200	260	40917	Smirnoff Pineapple Vodka	12	750	$7.59 
1081030	370	67571	Kahlua Mocha Liqueur	12	750	$11.61 
1031200	380	41681	Uv Red (cherry) Vodka	6	1750	$10.48 
1032200	395	36010	Three Olives Smores	12	750	$11.16 
1032200	395	36379	Three Olives Pineapple	12	750	$9.96 
1032200	395	35891	Three Olives Cake Flavored Vodka	12	750	$10.16 
1012210	370	4084	Aberlour 12 Year Single Malt Scotch	6	750	$22.74 
1032200	370	35354	Absolut Mango Vodka	12	750	$10.89 
1062300	65	44476	Cruzan Coconut Rum	12	750	$6.33 
1062300	35	43209	Bacardi Black Razz	12	750	$7.83 
1052010	370	903611	Martell Cordon Bleu 12	12	750	$58.23 
1031200	380	40005	UV Sangria Mini	6	500	$4.89 
1041100	260	30317	Gordon's Gin London Dry	12	1000	$6.50 
1011100	125	27512	Griff's Cowboy Whiskey	6	750	$15.55 
1052010	389	66296	Remy Martin V	6	750	$20.34 
1032200	370	34076	Absolut Vanilia	12	750	$10.89 
1011100	380	77256	Revel Stoke Spiced Whiskey	12	750	$8.50 
1011200	85	17830	Early Times 36 Mo Ky Str Bourbon Pet	6	1750	$12.30 
1012210	260	903936	Glenkinchie Sing Malt Scotch 12yr HA	12	750	$32.49 
1062300	65	45950	Calico Jack Tropical Punch	12	750	$5.00 
1022100	395	87510	1800 Silver Tequila	12	750	$14.46 
1012200	370	4718	Chivas Regal 12 Yr	6	1750	$36.83 
1011100	125	27478	Cedar Ridge Unaged Whiskey	6	750	$13.17 
1012300	370	15646	Jameson 18YR HA	6	750	$49.99 
1012210	420	5133	Glenmorangie 10 Yr Single Malt Scotch	6	750	$21.99 
1011100	803	27776	Uncle Bob's Root Beer	6	750	$10.25 
1031080	300	38169	360 Vodka	12	750	$10.64 
1041100	370	32233	Seagrams Extra Dry Gin	48	200	$0.97 
1031200	259	40152	Deep Eddy Cranberry	12	750	$9.00 
1081700	421	86688	Firefly Strawberry Moonshine	12	750	$9.88 
1032200	370	33789	Absolut Cilantro	12	750	$10.74 
1081900	322	80437	Ricura Mini	6	500	$4.95 
1082900	420	67487	Grand Marnier Raspberry Peach	12	750	$23.31 
1012200	305	4936	Famous Grouse Scotch	12	750	$11.74 
1011200	434	18198	Ezra Brooks Ky Sour Mash Bourbon	6	1750	$14.00 
1081340	380	84616	Phillips Root Beer Schnapps	12	750	$3.94 
1011100	65	25877	Sunny Brook Blend Whiskey	12	1000	$4.46 
1012200	260	5355	Johnnie Walker Gold Label Reserve	6	750	$44.99 
1082900	259	64645	Domaine de Canton	6	750	$18.55 
1032200	115	34812	Svedka Raspberry Vodka	12	750	$7.97 
1081700	55	76227	Montezuma Blue	12	1000	$4.50 
1082900	885	901047	Framboise Raspberry Liqueur	6	100	$5.87 
1022100	478	89889	Tres Agaves Reposado	6	750	$17.67 
1012100	370	11216	Pike Creek	6	750	$14.99 
1052010	389	49086	Remy Martin 1738 Accord Royal	6	750	$26.48 
1011300	260	27037	George Dickel Rye	12	750	$13.00 
1011200	184	18352	Four Roses Yellow Label	12	750	$10.81 
1062300	370	42218	Malibu Orange Float	12	750	$7.49 
1031080	259	35410	Burnett's Vodka 80 Prf PET	12	750	$4.84 
1031200	380	40411	UV Salty Watermelon	12	750	$6.28 
1011100	492	27697	Bird Dog Apple Flavored Whiskey	6	750	$10.00 
1022100	85	3676	Herradura Blanco Silver 6x6 Tequila	12	750	$18.44 
1032200	65	35743	Pinnacle Chocolate Whipped	12	750	$6.88 
1062300	370	42312	Malibu Red	12	750	$8.49 
1062200	35	43038	Bacardi Gold Rum	6	1750	$13.67 
1031200	260	41922	Smirnoff Peach Vodka	12	750	$7.96 
1081700	116	26996	Iowa Legendary Rye Unaged	12	750	$17.59 
1062300	35	43117	Bacardi O	12	1000	$9.50 
1081600	115	11371	Serpent's Bite Apple Cider Flavored Whisky	12	750	$8.98 
1071100	65	63357	Skinnygirl Pina Colada	12	750	$7.69 
1081312	434	81966	Arrow Mcdale's Butterscotch Schnapps	12	750	$4.34 
1062200	55	44215	Barton Light Rum	48	100	$0.89 
1022100	300	89875	Tarantula Reposado	12	750	$9.33 
1042100	35	28236	Bombay Sapphire Gin	12	750	$12.64 
1032200	395	36384	Three Olives Strawberry	12	750	$9.96 
1012210	420	5103	Glenmorangie Lasanta	6	750	$25.00 
1701100	338	4137	Barenjager Honey w/Bear Stein	6	750	$14.92 
1031080	434	36668	Korski Vodka	6	1750	$7.28 
1052010	420	48154	Hennessy Black	12	375	$11.99 
1082900	330	66936	Grangala Triple Orange Liqueur	12	750	$10.18 
1032080	395	34919	Three Olives Vodka	6	1750	$14.00 
1012100	971	66789	Sinfire Mini	10	600	$5.50 
1031200	260	77348	Smirnoff Sorbet Light Summer Strawberry	12	750	$8.25 
1701100	305	1377	Rumchata Shaker Gift Set	6	750	$12.50 
1011100	492	27625	Whitetail Caramel Flavored Whiskey	6	750	$6.00 
1032200	65	33540	Pinnacle Mimosa	12	750	$6.88 
1032200	395	34886	Three Olives Berry Vodka	12	750	$11.17 
1081300	434	903423	Piping Rock Peppermint Schnapps	12	750	$3.50 
1082900	461	67192	X Rated Fusion Liqueur	6	750	$12.16 
1701100	305	36162	Fuzzy's Ultra Premium Checkered Flag	6	750	$15.17 
1082900	885	901053	Ginger Liqueur	6	100	$5.92 
1062300	65	904777	Cruzan Guava Rum	12	750	$6.57 
1032200	370	34078	Absolut Vanilia	12	1000	$14.89 
1022100	410	988406	Patron Roca Silver	6	750	$35.17 
1031200	260	41922	Smirnoff Peach Vodka	12	750	$7.59 
1051100	434	54448	Paramount Apricot Flavored Brandy	6	1750	$11.00 
1022100	395	89079	Azul Reposado	12	750	$10.91 
1031080	305	36369	Griffon Vodka	12	1000	$8.00 
1012210	65	905443	Laphroaig Triple Wood HA	6	750	$39.36 
1032080	434	34566	Pearl Vodka PET	6	1750	$10.00 
1062200	35	43126	Bacardi Superior Rum	12	750	$6.53 
1012210	322	6316	Tomatin Single Malt	6	750	$15.00 
1051140	259	56005	Christian Bros Peach	12	375	$3.46 
1012300	370	915862	Redbreast 12yr Cask Strength HA	6	750	$39.99 
1012210	420	4096	Ardbeg 10 Yr Islay Single Malt Scotch	6	750	$24.97 
1032200	434	36034	Pearl Peach	12	750	$7.85 
1031200	259	40351	Burnett's Blackberry	12	750	$4.84 
1022100	434	89388	Juarez Tequila Gold	6	1750	$12.71 
1081240	434	79336	Paramount Creme De Menthe/green	12	750	$0.00 
1081900	259	72722	Christian Bros Honey	12	750	$4.43 
1051150	65	56366	Dekuyper Coffee Brandy	12	750	$4.20 
1012200	55	8208	House Of Stuart	6	1750	$10.51 
1081700	384	76032	Midnight Moon Original	6	750	$11.00 
1071100	395	58873	Jose Cuervo Authentic Watermelon Margarita	6	1750	$7.70 
1031200	260	40986	Smirnoff Blueberry Vodka	12	750	$8.25 
1031200	260	40949	Smirnoff Fluffed Marshmallow	12	750	$7.21 
1032080	260	34454	Ketel One Imported Vodka	12	375	$5.99 
1081900	885	905776	Yahara Bay Lemoncello	6	200	$8.68 
1011100	451	27455	Death's Door White Whiskey	6	750	$17.50 
1051010	86	53920	Two Jay's Grappa	12	375	$8.44 
1032080	65	34579	Pinnacle Vodka	12	750	$6.35 
1031200	300	40658	360 Red Raspberry	12	750	$6.33 
1051010	205	52580	E & J Vsop Superior Reserve	24	200	$2.05 
1031200	260	41807	Smirnoff Vanilla Vodka	12	1000	$8.95 
1081030	370	67528	Kahlua Coffee Liqueur	6	1750	$21.50 
1062300	35	43209	Bacardi Black Razz	12	750	$7.33 
1031080	260	38008	Smirnoff Vodka 80 Prf Pet	6	1750	$13.50 
1022100	370	88186	Olmeca Altos Plata	6	750	$11.49 
1071100	55	57158	Chi-Chi's Strawberry Margarita W/tequila	6	1750	$6.50 
1032200	395	35147	Three Olives Mango Flavored Vodka	12	750	$9.96 
1701100	370	837	The Glenlivet Tasting Kit w/12YR 200ml, 15YR 200ml & 18YR 200ml	6	600	$34.99 
1011500	65	27056	Jim Beam Rye	12	750	$12.07 
1031200	260	77648	Smirnoff Citrus	12	1000	$9.25 
1062200	35	43109	Bacardi Black	12	750	$8.00 
1062310	35	43205	Bacardi Oakheart	12	750	$6.49 
1012100	115	10553	Black Velvet Cinnamon Rush	12	750	$6.25 
1011200	297	18408	G & W Bourbon	6	1750	$9.14 
1012300	255	15884	Teeling Small Batch Irish Whiskey	6	750	$18.66 
1032080	190	34709	Firestarter Vodka	6	750	$9.27 
1012100	370	11472	Wiser's Spiced Vanilla	12	750	$13.99 
1041150	110	32650	Uncle Val's	6	750	$22.09 
1012210	305	5246	Highland Park 12yr Single Malt Scotch	6	750	$22.17 
1012210	240	4356	Balvenie 12yr Doublewood Single Malt Scotch	12	750	$32.41 
1012200	55	8825	Lauder's Scotch Traveler	12	750	$4.63 
1081390	421	69704	Dr. McGillicuddy's Root Beer Mini	1	3000	$29.72 
1062200	35	43040	Bacardi Gold Rum PET	6	1750	$15.00 
1081200	978	71424	Adult S'Mores	12	750	$9.42 
1051140	434	56206	Paramount Peach Flavored Brandy	12	750	$5.33 
1082900	35	64883	Drambuie 15yr	6	750	$35.17 
1031200	380	40229	UV Sriracha	12	750	$6.25 
1032200	65	36015	Pinnacle Peach	12	750	$7.88 
1051140	115	56193	Paul Masson Peach Grande Amber Brandy	24	200	$1.96 
1012210	370	5034	Glenlivet 12YR	12	375	$10.60 
1701100	65	433	Jim Beam White w/Sports Glasses	6	750	$9.44 
1081600	85	77089	Southern Comfort Lime	12	750	$9.85 
1052010	65	47786	Courvoisier Vs Cognac	12	750	$14.75 
1031200	259	41316	Burnetts Raspberry Vodka	12	750	$4.16 
1062300	260	904625	Captain Morgan Parrot Bay Strawberry	12	750	$7.49 
1062200	35	43035	Bacardi Gold Rum Pet	12	750	$7.54 
1032200	395	34959	Three Olives Raspberry Vodka	12	750	$9.96 
1032100	260	933513	Ciroc Ten HA	3	1000	$125.00 
1011200	85	17826	Early Times 36 Mo Ky Str Bourbon	12	750	$5.24 
1701100	192	3309	Jagermeister Cocktail Glass Set	12	375	$6.51 
1082900	461	65185	Irish Mist Honey	6	750	$11.83 
1081900	350	64820	Davinia Hazelnut Liqueur	6	750	$10.74 
1042100	260	28886	Tanqueray No. Ten	12	750	$16.49 
1032200	370	33983	Absolut Berri Acai	12	750	$8.99 
1081030	370	67571	Kahlua Mocha Liqueur	12	750	$12.00 
1062300	65	44350	Calico Jack Cherry	12	750	$6.29 
1011200	65	27780	Jim Beam Apple Mini	12	500	$4.70 
1701100	420	492	Belvedere Pure 007 w/ Martini Shaker	6	750	$17.15 
1022100	65	89786	Sauza Gold	12	750	$7.65 
1031200	434	40909	Hawkeye Bacon Vodka	12	1000	$5.01 
1012210	240	4367	Balvenie Caribbean Cask 14yr	6	750	$34.00 
1032200	65	33539	Pinnacle Mimosa Mini	12	500	$4.70 
1032200	65	35628	Pinnacle Whipped	6	1750	$10.43 
1011200	260	18790	I.W. Harper 15YR	6	750	$35.00 
1081200	109	904611	1921 Tequila Cream	6	750	$19.00 
1022100	434	87596	El Mayor Blanco	6	750	$17.55 
1012210	461	5620	McClelland Speyside Scotch	12	750	$13.01 
1051150	185	903026	Busnel Calvados Fine	12	750	$17.92 
1701100	85	770	Gentleman Jack w/Jigger	6	750	$19.46 
1052010	65	47776	Courvoisier Vsop Cognac	12	750	$19.41 
1011200	260	17086	Bulleit Bourbon	12	750	$15.50 
1031200	260	77345	Smirnoff Sorbet Light White Peach	12	750	$8.25 
1031200	259	41670	Burnett's Blue Raspberry Vodka	12	750	$4.48 
1012210	420	5133	Glenmorangie 10 Yr Single Malt Scotch	6	750	$19.96 
1012200	65	4125	Ardmore Legacy	6	750	$20.99 
1031200	300	41938	360 Mandarin Orange Vodka	12	750	$6.64 
1042100	260	28886	Tanqueray No. Ten	12	750	$16.50 
1011250	306	27677	Cody Road Single Barrel	6	750	$25.17 
1031200	205	40285	New Amsterdam Coconut Mini	12	500	$4.87 
1082900	55	64599	Caravella Limoncello Mini	10	600	$5.95 
1022100	395	87756	Azul Silver	12	750	$10.91 
1082900	330	66936	Grangala Triple Orange Liqueur	12	750	$11.03 
1081900	65	74792	Ice Surge Tropical Freeze	12	750	$8.92 
1032080	239	35109	Russian Standard Original Vodka	12	750	$11.41 
1701100	65	403	Jim Beam w/ Barbecue Sauce	6	750	$9.70 
1051110	434	55087	Paramount Blackberry Brandy	12	1000	$0.00 
1011200	65	27543	Red Stag Black Cherry Mini	12	500	$4.70 
1012210	305	5246	Highland Park 12yr Single Malt Scotch	6	750	$24.17 
1012200	260	5326	Johnnie Walker Black	12	750	$20.99 
1081600	85	86817	Southern Comfort Cherry	12	750	$9.85 
1071100	434	62838	Purple Passion	6	1750	$3.77 
1031200	260	77378	Smirnoff Sorbet Light Raspberry Pomegranate	12	750	$7.97 
1032200	370	34052	Absolut Raspberri	12	750	$8.99 
1701100	85	571	Jack Daniels Music Carton w/2 Glasses	6	750	$14.53 
1081600	259	828	Cinerator Mini	8	600	$5.10 
1031200	65	40489	Skinnygirl White Cherry	12	750	$10.49 
1022100	395	89206	1800 Reposado Tequila	12	750	$12.50 
1022100	65	89802	Sauza Blue Reposado	12	750	$11.02 
1031200	306	40569	Pride of the Wapsi	12	375	$9.09 
1011200	421	21602	E.H. Taylor Jr. Small Batch	6	750	$22.00 
1031200	205	40070	New Amsterdam Mango	24	375	$3.50 
1082900	469	67159	Ty Ku Premium Liqueur	6	750	$16.33 
1022100	35	89121	Cazadores Reposado	12	750	$13.75 
1031200	461	40064	Skyy Infusions Pacific Blueberry	12	750	$10.01 
1011200	461	22175	Russell's Reserve 10YR	6	750	$18.49 
1031080	322	36592	Kinky Vodka	12	750	$10.00 
1081240	434	79336	Paramount Creme De Menthe/green	12	750	$4.58 
1081200	260	68049	Bailey's Vanilla Cinnamon	12	750	$13.25 
1062200	380	45418	Phillips White Rum	6	1750	$7.80 
1062200	35	43040	Bacardi Gold Rum PET	6	1750	$13.50 
1032080	395	34935	Three Olives Vodka	12	750	$11.17 
1031200	300	40669	360 Glazed Donut	12	750	$7.52 
1081380	55	84172	99 Bananas Mini	10	600	$5.94 
1701100	260	2870	Bailey's Original Irish Cream w/2 Glasses	6	750	$13.00 
1052010	420	902438	Hennessy XO	12	750	$104.99 
1012100	55	11936	Canadian Ltd Whisky Convenience Pack	12	750	$3.75 
1701100	395	3496	1800 Reposado 750ml & 1800 Pomegranate Mixer	6	750	$14.49 
1081390	421	69715	Dr. McGillicuddy's Peach	12	750	$8.67 
1082900	35	66836	St. Germain	6	750	$20.00 
1082900	461	64147	Aperol	6	750	$12.75 
1032200	370	34398	Fris Citrus	12	750	$5.74 
1062300	370	42312	Malibu Red	12	750	$8.24 
1012200	305	4936	Famous Grouse Scotch	12	750	$11.50 
1031200	260	77714	Smirnoff Pineapple	12	750	$8.25 
1082900	260	66226	Pimm's Cup No. 1	12	750	$10.00 
1701100	346	4025	Ole Smoky Apple Pie Moonshine w/Glass	6	750	$12.67 
1071100	370	62369	Malibu Blue Hawaiian Cocktail	6	1750	$6.99 
1032200	260	64764	Ciroc Red Berry Vodka	6	750	$17.97 
1032200	277	34876	Stoli Strasberri Vodka	12	750	$12.24 
1082900	240	64876	Drambuie Liqueur	12	750	$21.00 
1062050	389	42507	Mt. Gay Black Barrel	12	750	$14.99 
1701100	255	2849	Crystal Head Vodka w/2 Shot Glasses	4	750	$26.13 
1062050	91	902144	Gosling's Black Seal Rum	12	750	$8.50 
1052010	420	48154	Hennessy Black	12	375	$11.67 
1011200	434	21206	Rebel Yell	12	750	$8.00 
1081315	380	84636	Phillips Hot 100 Cinnamon Schnapps	12	750	$6.45 
1032200	115	34839	Svedka Citron Vodka	12	750	$8.25 
1031200	260	41787	Smirnoff Orange Vodka	12	1000	$9.25 
1011200	65	904836	Bookers Bourbon (DO NOT USE)	6	750	$27.06 
1032200	115	33827	Svedka Strawberry Colada	12	750	$7.97 
1032200	85	35136	Finlandia Grapefruit	12	750	$8.57 
1022100	65	89836	Hornitos Gold	12	750	$12.61 
1032200	260	64755	Ciroc Red Berry	12	750	$18.49 
1022100	85	89274	El Jimador Anejo Tequila	6	750	$12.88 
1031200	260	77741	Smirnoff Raspberry	12	1000	$9.25 
1052010	389	49086	Remy Martin 1738 Accord Royal	6	750	$26.49 
1101100	434	904898	Everclear 151	6	1750	$17.13 
1041100	205	31472	New Amsterdam Gin	24	200	$2.24 
1032200	65	33783	Pinnacle Rainbow Sherbet	12	750	$7.87 
1031200	461	40060	Skyy Infusions Texas Grapefruit	12	750	$10.01 
1081300	434	80577	Arrow Peppermint Schnapps	12	1000	$3.83 
1701100	370	33511	Absolut Nightlife	12	750	$11.49 
1081380	65	82757	Dekuyper Cranberry Crush	12	1000	$7.35 
1701100	370	67575	Kahlua Peppermint Mocha	12	750	$9.74 
1022100	434	89178	El Mayor Anejo Tequila	6	750	$15.00 
1031200	259	41316	Burnetts Raspberry Vodka	12	750	$4.48 
1701100	85	22219	Woodford Reserve Kentucky Derby 2015	6	1000	$25.35 
1081380	260	67296	Yukon Jack Perma Frost Schnapps	12	750	$9.00 
1041100	259	29568	Burnett's Gin London Dry	6	1750	$10.29 
1081700	384	976036	Junior Johnson Apple Pie Midnight Moon	6	750	$13.56 
1032200	434	36034	Pearl Peach	12	750	$7.86 
1031200	260	41911	Ursus Punch Flavored Vodka	12	750	$5.48 
1031200	260	41797	Smirnoff Raspberry Vodka	12	1000	$9.20 
1071100	395	59160	1800 Ultimate Blueberry RTD	6	1750	$9.50 
1031200	461	39850	Skyy Coastal Cranberry	12	750	$10.01 
1081030	370	67341	Avion Espresso	6	750	$12.50 
1052010	389	49176	Remy Martin Vs Cognac	12	750	$18.49 
1052010	65	47790	Courvoisier Vs Cognac	24	200	$4.52 
1081200	260	68039	Bailey's Original Irish Cream	4	2400	$27.70 
1052010	65	47776	Courvoisier Vsop Cognac	12	750	$19.94 
1032080	370	34041	Absolut Vodka 100 Premium	12	750	$14.25 
1031200	259	41840	Burnett's Limeade Vodka	12	750	$4.84 
1031200	65	40576	Skinnygirl Tangerine	12	750	$10.49 
1032200	395	35637	Three Olives Purple Vodka	12	750	$10.16 
1031200	380	41681	Uv Red (cherry) Vodka	6	1750	$8.48 
1032200	35	33670	Grey Goose Le Melon Mini	10	600	$20.00 
1042100	370	28795	Plymouth Gin	6	750	$16.49 
1062310	260	43333	Captain Morgan Spiced Rum Pet	48	200	$2.50 
1032200	277	34486	Stolichnaya Chocolat Kokonut	12	750	$11.24 
1081230	434	78866	Paramount Creme De Cacao/white	12	750	$0.00 
1032080	190	34709	Firestarter Vodka	6	750	$12.27 
1011300	260	27037	George Dickel Rye	12	750	$13.50 
1062310	240	45887	Sailor Jerry Spiced Navy Rum	12	1000	$10.50 
1051140	115	56195	Paul Masson Peach Grande Amber Brandy	24	375	$3.22 
1022100	410	89644	Patron Anejo	12	375	$16.59 
1022100	160	89451	Kah Anejo Mini	48	150	$5.60 
1062310	260	43318	Captain Morgan Private Stock	6	1750	$19.50 
1031200	260	40001	Shady Fruit Valencia Orange	12	750	$7.99 
1032200	65	33704	Pinnacle Pecan Pie	12	750	$7.88 
1032080	65	34698	Pinnacle Vodka	24	375	$4.04 
1011200	85	17830	Early Times 36 Mo Ky Str Bourbon Pet	6	1750	$9.38 
1032200	115	36311	Svedka Grapefruit Jalapeno	12	750	$8.25 
1071100	65	63357	Skinnygirl Pina Colada	12	750	$7.87 
1701100	305	2959	Absente w/Glass & Spoon	6	750	$21.67 
1081700	384	76035	Midnight Moon Apple Pie	6	375	$6.00 
1012210	305	4854	Deanston VO	6	750	$21.54 
1041100	300	31167	McCormick Gin	12	1000	$4.13 
1062310	260	43331	Captain Morgan Spiced Rum Mini	12	500	$4.97 
1042100	35	28206	Bombay Dry Gin	12	750	$9.75 
1701100	35	494	Grey Goose w/2 Martini Glasses	3	1750	$35.42 
1011100	260	67272	Yukon Jack Jacapple Mini	12	500	$4.97 
1031200	65	40489	Skinnygirl White Cherry	12	750	$12.08 
1071100	65	77395	Skinnygirl White Cranberry Cosmo	12	750	$7.69 
1012200	305	4798	Cutty Sark Scotch	6	1750	$23.90 
1031200	380	41681	Uv Red (cherry) Vodka	6	1750	$7.99 
1062300	35	43210	Bacardi Wolf Berry	12	750	$7.58 
1032080	420	33971	Belvedere Intense Unfiltered	6	750	$19.00 
1031200	205	940595	New Amsterdam Red Berry Mini	12	500	$5.93 
1071100	35	56843	Bacardi Party Drinks Zombie	6	1750	$6.23 
1032200	65	35867	Pinnacle Cotton Vodka	12	750	$7.87 
1062300	260	43360	Captain Morgan Cannon Blast Mini	12	500	$4.96 
1012210	305	5516	Macallan 18yr Single Malt Scotch	12	750	$80.45 
1081600	259	73720	Evan Williams Cinnamon Reserve Mini	12	500	$4.17 
1032200	492	33649	Kru Pistachio	12	750	$10.00 
1081900	86	322	Itty Bitty Juggs Sample Pack	24	200	$3.00 
1031080	380	37337	UV Vodka	12	1000	$7.50 
1012200	65	5433	Laphroaig Quarter Cask	6	750	$29.39 
1032200	395	34886	Three Olives Berry Vodka	12	750	$9.96 
1032200	65	36215	Pinnacle Cinnabon	12	750	$7.88 
1032200	65	35505	Pinnacle Tropical Punch	12	750	$7.87 
1012100	370	11430	Wiser's Legacy	6	750	$22.56 
1052010	420	904124	Hennessy VS Shepard Fairey HA	6	1500	$74.99 
1032200	115	36309	Svedka Grapefruit Jalapeno Mini	10	600	$8.56 
1031200	259	42031	Burnett's Whipped Cream Vodka	12	750	$4.55 
1012200	260	902062	Buchanans 18yr Spec Res Scotch	6	750	$39.06 
1081340	380	84617	Phillips Root Beer Schnapps	12	1000	$5.00 
1012200	370	4716	Chivas Regal 12 Yr	12	750	$16.95 
1032200	370	34030	Absolut Citron (lemon Vodka)	12	750	$10.14 
1081200	260	74086	Godiva Liqueur	12	750	$16.42 
1031080	300	38169	360 Vodka	12	750	$6.64 
1051140	259	56006	Christian Bros Peach	12	750	$4.43 
1082900	240	64876	Drambuie Liqueur	12	750	$19.50 
1042100	260	28866	Tanqueray Gin	12	750	$12.50 
1081340	380	84617	Phillips Root Beer Schnapps	12	1000	$4.39 
1011200	85	17830	Early Times 36 Mo Ky Str Bourbon Pet	6	1750	$11.35 
1081380	65	82898	Dekuyper Mixed Berry Medley	12	1000	$7.62 
1052010	389	49175	Remy Martin Vs Cognac	12	375	$7.88 
1011100	86	27323	Two Jay's Country Style Blended Why.	12	750	$17.50 
1011200	421	921600	E.H. Taylor Jr. Barrel Proof HA	6	750	$38.00 
1032200	370	34051	Absolut Raspberri	12	1000	$14.89 
1012300	395	15776	Bushmills Irish Whiskey	12	750	$13.50 
1031080	380	37344	Phillips Vodka	12	375	$2.25 
1011300	85	927559	Jack Daniels Unaged Rye Whiskey	6	750	$25.16 
1031080	260	37998	Smirnoff Vodka 80 Prf	6	1750	$14.25 
1011200	461	22158	Wild Turkey 101	6	1750	$23.96 
1031100	300	40118	Dueces Wild Vodka	6	1750	$6.22 
1062300	65	44410	Calico Jack Coconut	12	750	$6.30 
1081030	259	67426	Copa De Oro Mexican Coffee	12	750	$5.29 
1062300	35	43163	Bacardi Arctic Grape Liqueur	12	750	$8.50 
1011400	65	16416	Old Grand-Dad 100 Prf Bond Bourbon 4 Yr	12	750	$11.54 
1012100	461	904579	Forty Creek Barrel Select	6	1750	$23.61 
1022100	395	64930	1800 Coconut Mini	6	500	$3.30 
1081365	305	82556	Bols Peach	12	750	$7.17 
1081350	434	82187	Arrow Spearmint Schnapps	12	1000	$5.00 
1041100	451	29900	Death's Door Gin	6	750	$14.83 
1701100	85	74782	Jack Daniels Winter Jack	12	750	$10.34 
1051110	434	54646	Arrow Blackberry Flav Brandy	12	750	$5.00 
